project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files
32310,https://api.github.com/repos/rzwitserloot/lombok,lombok,rzwitserloot/lombok,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/rzwitserloot_lombok.tar.gz,large,Java,3888597,0,99066,76119,14124,8823,0,1320,0,[]
323615,https://api.github.com/repos/JetBrains/intellij-plugins,intellij-plugins,JetBrains/intellij-plugins,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JetBrains_intellij-plugins.tar.gz,large,Java,20308954,0,548490,404429,69276,74785,0,4885,0,[]
3242732,https://api.github.com/repos/amplab/tachyon,tachyon,amplab/tachyon,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/amplab_tachyon.tar.gz,large,Java,11404176,0,318637,199335,84046,35256,0,1959,0,[]
32567918,https://api.github.com/repos/Alluxio/alluxio,alluxio,Alluxio/alluxio,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Alluxio_alluxio.tar.gz,large,Java,11404176,0,318637,199335,84046,35256,0,1959,0,[]
32607158,https://api.github.com/repos/fpompermaier/onvif,onvif,fpompermaier/onvif,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/fpompermaier_onvif.tar.gz,large,Java,78072,0,2176,1599,327,250,0,16,0,[]
32671,https://api.github.com/repos/VanillaDev/Vanilla,Vanilla,VanillaDev/Vanilla,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/VanillaDev_Vanilla.tar.gz,large,Java,4054797,0,113443,61603,40821,11019,0,1233,0,[]
3300396,https://api.github.com/repos/dCache/dcache,dcache,dCache/dcache,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dCache_dcache.tar.gz,large,Java,17413204,0,490791,331853,94663,64275,0,2644,0,[]
3317243,https://api.github.com/repos/Nodeclipse/nodeclipse-1,nodeclipse-1,Nodeclipse/nodeclipse-1,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Nodeclipse_nodeclipse-1.tar.gz,large,Java,5057909,0,142581,95470,26345,20766,0,1737,0,[]
33467904,https://api.github.com/repos/NumberFour/n4js,n4js,NumberFour/n4js,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/NumberFour_n4js.tar.gz,large,Java,61385630,0,1639404,1056798,243485,339121,0,2257,0,[]
3353349,https://api.github.com/repos/apache/syncope,syncope,apache/syncope,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_syncope.tar.gz,large,Java,11725297,0,298298,195848,55201,47249,0,2471,0,[]
3355969,https://api.github.com/repos/charles-cooper/idylfin,idylfin,charles-cooper/idylfin,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/charles-cooper_idylfin.tar.gz,large,Java,18893043,0,492804,258372,184135,50297,0,2809,0,[]
33579946,https://api.github.com/repos/Microsoft/azure-tools-for-java,azure-tools-for-java,Microsoft/azure-tools-for-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Microsoft_azure-tools-for-java.tar.gz,large,Java,8623310,0,209145,132154,50244,26747,0,1657,0,[]
3360755,https://api.github.com/repos/Tanaguru/Tanaguru,Tanaguru,Tanaguru/Tanaguru,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Tanaguru_Tanaguru.tar.gz,large,Java,27481612,0,624524,309196,249752,65576,0,5312,0,[]
3394187,https://api.github.com/repos/mapstruct/mapstruct,mapstruct,mapstruct/mapstruct,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/mapstruct_mapstruct.tar.gz,large,Java,4172867,0,135852,85273,27497,23082,0,2583,0,[]
340,https://api.github.com/repos/netty/netty,netty,netty/netty,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/netty_netty.tar.gz,large,Java,16438966,0,441262,285232,100914,55116,0,2591,0,[]
340521,https://api.github.com/repos/apache/ofbiz,ofbiz,apache/ofbiz,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_ofbiz.tar.gz,large,Java,15662208,0,326587,238353,52929,35305,0,1068,0,[]
34056,https://api.github.com/repos/GeoscienceAustralia/ga-worldwind-suite,ga-worldwind-suite,GeoscienceAustralia/ga-worldwind-suite,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/GeoscienceAustralia_ga-worldwind-suite.tar.gz,large,Java,7389090,0,240563,159870,50767,29926,0,1252,0,[]
3406875,https://api.github.com/repos/facebook/buck,buck,facebook/buck,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/facebook_buck.tar.gz,large,Java,39819919,0,1057895,745268,185253,127374,0,6983,0,[]
3442365,https://api.github.com/repos/ebean-orm/avaje-ebeanorm,avaje-ebeanorm,ebean-orm/avaje-ebeanorm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ebean-orm_avaje-ebeanorm.tar.gz,large,Java,7750693,0,293493,182915,52389,58189,0,2973,0,[]
34577372,https://api.github.com/repos/itesla/ipst,ipst,itesla/ipst,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/itesla_ipst.tar.gz,large,Java,5117723,0,124529,89339,17067,18123,0,1121,0,[]
3458713,https://api.github.com/repos/adempiere/adempiere,adempiere,adempiere/adempiere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/adempiere_adempiere.tar.gz,large,Java,48982538,0,1606067,858821,547219,200027,0,5161,0,[]
3468238,https://api.github.com/repos/jitsi/jitsi,jitsi,jitsi/jitsi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jitsi_jitsi.tar.gz,large,Java,19267576,0,582480,309316,206388,66776,0,1964,0,[]
3472217,https://api.github.com/repos/ReikaKalseki/DragonAPI,DragonAPI,ReikaKalseki/DragonAPI,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ReikaKalseki_DragonAPI.tar.gz,large,Java,4525375,0,149803,110600,16896,22307,0,1139,0,[]
3497246,https://api.github.com/repos/JabRef/jabref,jabref,JabRef/jabref,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JabRef_jabref.tar.gz,large,Java,6426077,0,161126,120153,15303,25670,0,1526,0,[]
3542506,https://api.github.com/repos/windup/windup,windup,windup/windup,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/windup_windup.tar.gz,large,Java,4777834,0,128562,94775,16258,17529,0,1449,0,[]
35453474,https://api.github.com/repos/bluestreak01/questdb,questdb,bluestreak01/questdb,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bluestreak01_questdb.tar.gz,large,Java,10199642,0,238600,171791,39266,27543,0,1324,0,[]
35461454,https://api.github.com/repos/RUB-NDS/TLS-Attacker,TLS-Attacker,RUB-NDS/TLS-Attacker,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/RUB-NDS_TLS-Attacker.tar.gz,large,Java,5287574,0,141460,94404,27682,19374,0,1591,0,[]
35649,https://api.github.com/repos/gatein/gatein-portal,gatein-portal,gatein/gatein-portal,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gatein_gatein-portal.tar.gz,large,Java,8721594,0,228269,139166,55338,33765,0,1749,0,[]
35710117,https://api.github.com/repos/opencit/opencit,opencit,opencit/opencit,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/opencit_opencit.tar.gz,large,Java,7268297,0,167486,100199,48938,18349,0,1417,0,[]
3594,https://api.github.com/repos/droolsjbpm/jbpm,jbpm,droolsjbpm/jbpm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/droolsjbpm_jbpm.tar.gz,large,Java,16499747,0,423756,276548,82268,64940,0,2447,0,[]
3596605,https://api.github.com/repos/apache/cloudstack,cloudstack,apache/cloudstack,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_cloudstack.tar.gz,large,Java,37797860,0,931188,645747,142994,142447,0,5626,0,[]
3603199,https://api.github.com/repos/codice/ddf,ddf,codice/ddf,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/codice_ddf.tar.gz,large,Java,16519134,0,438380,298125,75579,64676,0,2512,0,[]
36130,https://api.github.com/repos/apache/pig,pig,apache/pig,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_pig.tar.gz,large,Java,15403492,0,401223,270797,78775,51651,0,1791,0,[]
3639201,https://api.github.com/repos/bejayoharen/java-bells,java-bells,bejayoharen/java-bells,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bejayoharen_java-bells.tar.gz,large,Java,9238681,0,264704,138535,97013,29156,0,1152,0,[]
3657372,https://api.github.com/repos/openrocket/openrocket,openrocket,openrocket/openrocket,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openrocket_openrocket.tar.gz,large,Java,4992248,0,162609,107569,25358,29682,0,1061,0,[]
36727,https://api.github.com/repos/apache/activemq,activemq,apache/activemq,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_activemq.tar.gz,large,Java,26158824,0,673622,418708,150749,104165,0,4470,0,[]
36730,https://api.github.com/repos/apache/openjpa,openjpa,apache/openjpa,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_openjpa.tar.gz,large,Java,23980431,0,726310,454051,176713,95546,0,4618,0,[]
37025015,https://api.github.com/repos/Java8-CNAPI-Team/Java8CN,Java8CN,Java8-CNAPI-Team/Java8CN,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Java8-CNAPI-Team_Java8CN.tar.gz,large,Java,55246870,0,1546733,587303,815225,144205,0,4472,0,[]
37451205,https://api.github.com/repos/joana-team/joana,joana,joana-team/joana,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/joana-team_joana.tar.gz,large,Java,12772783,0,401285,262555,79059,59671,0,2217,0,[]
37843,https://api.github.com/repos/DSpace/DSpace,DSpace,DSpace/DSpace,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/DSpace_DSpace.tar.gz,large,Java,14739127,0,376377,225389,100942,50046,0,2355,0,[]
3798450,https://api.github.com/repos/PCGen/pcgen,pcgen,PCGen/pcgen,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/PCGen_pcgen.tar.gz,large,Java,17270697,0,598744,390345,142715,65684,0,4072,0,[]
38202475,https://api.github.com/repos/erlang/erlide_eclipse,erlide_eclipse,erlang/erlide_eclipse,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/erlang_erlide_eclipse.tar.gz,large,Java,5263089,0,150133,102144,28767,19222,0,1199,0,[]
38210648,https://api.github.com/repos/flankerhqd/JAADAS,JAADAS,flankerhqd/JAADAS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/flankerhqd_JAADAS.tar.gz,large,Java,21384697,0,693306,425256,178307,89743,0,4159,0,[]
38266735,https://api.github.com/repos/apache/apex-malhar,apex-malhar,apache/apex-malhar,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_apex-malhar.tar.gz,large,Java,9862118,0,307387,184523,84034,38830,0,2024,0,[]
382681,https://api.github.com/repos/AnalogDevicesLyricLabs/dimple,dimple,AnalogDevicesLyricLabs/dimple,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AnalogDevicesLyricLabs_dimple.tar.gz,large,Java,5526380,0,190190,114800,49520,25870,0,1174,0,[]
38343,https://api.github.com/repos/impetus-opensource/Kundera,Kundera,impetus-opensource/Kundera,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/impetus-opensource_Kundera.tar.gz,large,Java,15229645,0,493726,306464,124751,62511,0,2494,0,[]
38419186,https://api.github.com/repos/ilscipio/scipio-erp,scipio-erp,ilscipio/scipio-erp,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ilscipio_scipio-erp.tar.gz,large,Java,23028105,0,490294,345351,89901,55042,0,1554,0,[]
38718401,https://api.github.com/repos/JetBrains/adt-tools-base,adt-tools-base,JetBrains/adt-tools-base,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JetBrains_adt-tools-base.tar.gz,large,Java,35209270,0,1291843,888385,171722,231736,0,4282,0,[]
38852445,https://api.github.com/repos/apache/asterixdb,asterixdb,apache/asterixdb,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_asterixdb.tar.gz,large,Java,27753871,0,652410,436109,141500,74801,0,5514,0,[]
38875632,https://api.github.com/repos/apache/tinkerpop,tinkerpop,apache/tinkerpop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_tinkerpop.tar.gz,large,Java,10013716,0,225111,145904,50979,28228,0,1526,0,[]
38929,https://api.github.com/repos/wala/WALA,WALA,wala/WALA,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wala_WALA.tar.gz,large,Java,10236645,0,307263,202933,68219,36111,0,1974,0,[]
39505,https://api.github.com/repos/jOOQ/jOOQ,jOOQ,jOOQ/jOOQ,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jOOQ_jOOQ.tar.gz,large,Java,16559392,0,496777,205669,213438,77670,0,1885,0,[]
3955552,https://api.github.com/repos/apache/deltaspike,deltaspike,apache/deltaspike,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_deltaspike.tar.gz,large,Java,5161984,0,147154,83759,44968,18427,0,1824,0,[]
3964704,https://api.github.com/repos/bcgit/bc-java,bc-java,bcgit/bc-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bcgit_bc-java.tar.gz,large,Java,34461023,0,944862,694417,114910,135535,0,4847,0,[]
39755323,https://api.github.com/repos/halestudio/hale,hale,halestudio/hale,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/halestudio_hale.tar.gz,large,Java,12921844,0,429843,212947,157861,59035,0,3496,0,[]
3994,https://api.github.com/repos/hibernate/hibernate-ogm,hibernate-ogm,hibernate/hibernate-ogm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/hibernate_hibernate-ogm.tar.gz,large,Java,4895597,0,148454,98289,26464,23701,0,1602,0,[]
4016870,https://api.github.com/repos/f0i/terminal-ide,terminal-ide,f0i/terminal-ide,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/f0i_terminal-ide.tar.gz,large,Java,11857170,0,337204,182365,111970,42869,0,1507,0,[]
4027957,https://api.github.com/repos/mgarin/weblaf,weblaf,mgarin/weblaf,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/mgarin_weblaf.tar.gz,large,Java,12610596,0,386097,215749,132584,37764,0,2049,0,[]
4039583,https://api.github.com/repos/apache/sis,sis,apache/sis,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_sis.tar.gz,large,Java,25406794,0,577492,254045,287034,36413,0,2313,0,[]
403989,https://api.github.com/repos/RestComm/sip-servlets,sip-servlets,RestComm/sip-servlets,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/RestComm_sip-servlets.tar.gz,large,Java,9941988,0,249393,152976,66265,30152,0,1313,0,[]
40423,https://api.github.com/repos/jbossas/console,console,jbossas/console,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jbossas_console.tar.gz,large,Java,4550333,0,129101,84964,21684,22453,0,1127,0,[]
40722708,https://api.github.com/repos/codenjoyme/codenjoy,codenjoy,codenjoyme/codenjoy,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/codenjoyme_codenjoy.tar.gz,large,Java,6930482,0,213839,143365,38762,31712,0,1370,0,[]
40908512,https://api.github.com/repos/bazelbuild/intellij,intellij,bazelbuild/intellij,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bazelbuild_intellij.tar.gz,large,Java,7944713,0,207335,148303,37519,21513,0,1806,0,[]
41100105,https://api.github.com/repos/AndroidMaryTTS/AndroidMaryTTS,AndroidMaryTTS,AndroidMaryTTS/AndroidMaryTTS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AndroidMaryTTS_AndroidMaryTTS.tar.gz,large,Java,19600395,0,520633,261095,199463,60075,0,2162,0,[]
41419541,https://api.github.com/repos/splicemachine/spliceengine,spliceengine,splicemachine/spliceengine,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/splicemachine_spliceengine.tar.gz,large,Java,53026876,0,1359758,811585,381316,166857,0,4608,0,[]
4150915,https://api.github.com/repos/gaeaplus/gaeaplus,gaeaplus,gaeaplus/gaeaplus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gaeaplus_gaeaplus.tar.gz,large,Java,17548674,0,483218,316167,104060,62991,0,1680,0,[]
4164538,https://api.github.com/repos/eBayDeveloper/eBay_APICall_CodeSamples,eBay_APICall_CodeSamples,eBayDeveloper/eBay_APICall_CodeSamples,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eBayDeveloper_eBay_APICall_CodeSamples.tar.gz,large,Java,7738533,0,270495,83314,160366,26815,0,1543,0,[]
41953665,https://api.github.com/repos/langtianya/spring4-understanding,spring4-understanding,langtianya/spring4-understanding,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/langtianya_spring4-understanding.tar.gz,large,Java,34003116,0,973070,540081,293268,139721,0,6188,0,[]
419952,https://api.github.com/repos/kohsuke/hudson,hudson,kohsuke/hudson,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/kohsuke_hudson.tar.gz,large,Java,9824205,0,259273,152408,76614,30251,0,1557,0,[]
421984,https://api.github.com/repos/eclipse/eclipse.platform.ui,eclipse.platform.ui,eclipse/eclipse.platform.ui,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_eclipse.platform.ui.tar.gz,large,Java,35172083,0,1115583,615051,367216,133316,0,6094,0,[]
42210023,https://api.github.com/repos/PenguinSquad/Harvest-Festival,Harvest-Festival,PenguinSquad/Harvest-Festival,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/PenguinSquad_Harvest-Festival.tar.gz,large,Java,2809556,0,71568,59283,2189,10096,0,1023,0,[]
42227,https://api.github.com/repos/qcadoo/mes,mes,qcadoo/mes,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/qcadoo_mes.tar.gz,large,Java,11364744,0,267185,161828,56343,49014,0,2666,0,[]
42279703,https://api.github.com/repos/derry/delion,delion,derry/delion,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/derry_delion.tar.gz,large,Java,9259772,0,224419,133817,63570,27032,0,1035,0,[]
4237,https://api.github.com/repos/EngineHub/CommandHelper,commandhelper,EngineHub/CommandHelper,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/EngineHub_CommandHelper.tar.gz,large,Java,6481380,0,211392,157745,27557,26090,0,1268,0,[]
4266673,https://api.github.com/repos/codefollower/Cassandra-Research,Cassandra-Research,codefollower/Cassandra-Research,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/codefollower_Cassandra-Research.tar.gz,large,Java,16965027,0,448803,319382,70162,59259,0,1842,0,[]
42709,https://api.github.com/repos/cdk/cdk,cdk,cdk/cdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cdk_cdk.tar.gz,large,Java,22834622,0,588607,361863,164888,61856,0,2468,0,[]
42727512,https://api.github.com/repos/ebean-orm/ebean,ebean,ebean-orm/ebean,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ebean-orm_ebean.tar.gz,large,Java,7750693,0,293493,182915,52389,58189,0,2973,0,[]
42951103,https://api.github.com/repos/xap/xap,xap,xap/xap,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/xap_xap.tar.gz,large,Java,26935868,0,708424,405858,206663,95903,0,4818,0,[]
4304960,https://api.github.com/repos/stanfordnlp/CoreNLP,CoreNLP,stanfordnlp/CoreNLP,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/stanfordnlp_CoreNLP.tar.gz,large,Java,33851592,0,784354,595649,123459,65246,0,2056,0,[]
4314311,https://api.github.com/repos/keycloak/keycloak,keycloak,keycloak/keycloak,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/keycloak_keycloak.tar.gz,large,Java,25776516,0,668901,425187,130960,112754,0,5076,0,[]
43256,https://api.github.com/repos/apache/ambari,ambari,apache/ambari,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_ambari.tar.gz,large,Java,26739943,0,686244,424304,155406,106534,0,3306,0,[]
43260,https://api.github.com/repos/juzu/juzu,juzu,juzu/juzu,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/juzu_juzu.tar.gz,large,Java,3642927,0,116242,64476,36141,15625,0,1844,0,[]
4327,https://api.github.com/repos/aptana/studio3-php,studio3-php,aptana/studio3-php,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/aptana_studio3-php.tar.gz,large,Java,10270490,0,289388,191305,68672,29411,0,1137,0,[]
4341333,https://api.github.com/repos/ResurrectionRemix/Resurrection_packages_apps_Settings,Resurrection_packages_apps_Settings,ResurrectionRemix/Resurrection_packages_apps_Settings,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ResurrectionRemix_Resurrection_packages_apps_Settings.tar.gz,large,Java,15905469,0,420586,294537,61700,64349,0,2973,0,[]
4362388,https://api.github.com/repos/Caleydo/caleydo,caleydo,Caleydo/caleydo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Caleydo_caleydo.tar.gz,large,Java,9186919,0,294111,179607,69999,44505,0,2173,0,[]
4368799,https://api.github.com/repos/bonitasoft/bonita-engine,bonita-engine,bonitasoft/bonita-engine,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bonitasoft_bonita-engine.tar.gz,large,Java,19943094,0,458974,282668,111218,65088,0,4368,0,[]
4369861,https://api.github.com/repos/saros-project/saros,saros,saros-project/saros,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/saros-project_saros.tar.gz,large,Java,5007651,0,155400,95426,31991,27983,0,1204,0,[]
43841313,https://api.github.com/repos/DSRCorporation/imf-conversion,imf-conversion,DSRCorporation/imf-conversion,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/DSRCorporation_imf-conversion.tar.gz,large,Java,9850475,0,283129,109037,146270,27822,0,1331,0,[]
43875,https://api.github.com/repos/xwiki/xwiki-platform,xwiki-platform,xwiki/xwiki-platform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/xwiki_xwiki-platform.tar.gz,large,Java,26069913,0,687725,378594,224238,84893,0,4901,0,[]
43948933,https://api.github.com/repos/RooyeKhat-Media/iGap-Android,iGap-Android,RooyeKhat-Media/iGap-Android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/RooyeKhat-Media_iGap-Android.tar.gz,large,Java,6356515,0,167512,112705,26508,28299,0,1129,0,[]
44087035,https://api.github.com/repos/VKCOM/vk-java-sdk,vk-java-sdk,VKCOM/vk-java-sdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/VKCOM_vk-java-sdk.tar.gz,large,Java,3952677,0,133610,79866,33980,19764,0,1596,0,[]
4409506,https://api.github.com/repos/zycgit/hasor,hasor,zycgit/hasor,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/zycgit_hasor.tar.gz,large,Java,7894592,0,200293,110954,77642,11697,0,1805,0,[]
44261242,https://api.github.com/repos/bazaarvoice/emodb,emodb,bazaarvoice/emodb,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bazaarvoice_emodb.tar.gz,large,Java,6171013,0,149133,110267,15627,23239,0,1457,0,[]
