project_id,git_url,repo_name,owner_repo,repo_path,size_mb
10927423,https://api.github.com/repos/freenet/fred,fred,freenet/fred,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/freenet_fred.tar.gz,79.9984
10981654,https://api.github.com/repos/OpenSilk/Orpheus,Orpheus,OpenSilk/Orpheus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenSilk_Orpheus.tar.gz,33.5914
109934929,https://api.github.com/repos/huangjian888/jeeweb-mybatis-springboot,jeeweb-mybatis-springboot,huangjian888/jeeweb-mybatis-springboot,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/huangjian888_jeeweb-mybatis-springboot.tar.gz,84.49
11146275,https://api.github.com/repos/swift-lang/swift-k,swift-k,swift-lang/swift-k,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/swift-lang_swift-k.tar.gz,136.775
11153853,https://api.github.com/repos/dragome/dragome-sdk,dragome-sdk,dragome/dragome-sdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dragome_dragome-sdk.tar.gz,19.3166
112613333,https://api.github.com/repos/PFCraft/Mohist,Mohist,PFCraft/Mohist,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/PFCraft_Mohist.tar.gz,
113329511,https://api.github.com/repos/SAP/vulnerability-assessment-tool,vulnerability-assessment-tool,SAP/vulnerability-assessment-tool,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SAP_vulnerability-assessment-tool.tar.gz,118.147
114424,https://api.github.com/repos/fcrepo/fcrepo,fcrepo,fcrepo/fcrepo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/fcrepo_fcrepo.tar.gz,123.863
114570714,https://api.github.com/repos/PegaSysEng/pantheon,pantheon,PegaSysEng/pantheon,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/PegaSysEng_pantheon.tar.gz,26.4413
11493162,https://api.github.com/repos/OpenRock/OpenDJ,OpenDJ,OpenRock/OpenDJ,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenRock_OpenDJ.tar.gz,300.598
114977,https://api.github.com/repos/graniteds/graniteds,graniteds,graniteds/graniteds,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/graniteds_graniteds.tar.gz,154.904
11498570,https://api.github.com/repos/Samsung/KnowledgeSharingPlatform,KnowledgeSharingPlatform,Samsung/KnowledgeSharingPlatform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Samsung_KnowledgeSharingPlatform.tar.gz,1316.43
1151135,https://api.github.com/repos/apache/directory-studio,directory-studio,apache/directory-studio,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_directory-studio.tar.gz,656.474
1151342,https://api.github.com/repos/apache/derby,derby,apache/derby,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_derby.tar.gz,158.688
1152108,https://api.github.com/repos/jdown/jdownloader,jdownloader,jdown/jdownloader,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jdown_jdownloader.tar.gz,470.757
115228,https://api.github.com/repos/Qi4j/qi4j-sdk,qi4j-sdk,Qi4j/qi4j-sdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Qi4j_qi4j-sdk.tar.gz,55.028
11537087,https://api.github.com/repos/google/error-prone,error-prone,google/error-prone,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/google_error-prone.tar.gz,83.1999
115907160,https://api.github.com/repos/theonedev/onedev,onedev,theonedev/onedev,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/theonedev_onedev.tar.gz,198.871
11627445,https://api.github.com/repos/SpongePowered/SpongeAPI,SpongeAPI,SpongePowered/SpongeAPI,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SpongePowered_SpongeAPI.tar.gz,22.6954
11674684,https://api.github.com/repos/MineMaarten/PneumaticCraft,PneumaticCraft,MineMaarten/PneumaticCraft,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/MineMaarten_PneumaticCraft.tar.gz,33.2512
11734319,https://api.github.com/repos/cymcsg/UltimateAndroid,UltimateAndroid,cymcsg/UltimateAndroid,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cymcsg_UltimateAndroid.tar.gz,187.649
11766726,https://api.github.com/repos/deeplearning4j/nd4j,nd4j,deeplearning4j/nd4j,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/deeplearning4j_nd4j.tar.gz,316.948
11781700,https://api.github.com/repos/CovertJaguar/Railcraft,Railcraft,CovertJaguar/Railcraft,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/CovertJaguar_Railcraft.tar.gz,22.6369
11793080,https://api.github.com/repos/caskdata/cdap,cdap,caskdata/cdap,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/caskdata_cdap.tar.gz,685.78
11797075,https://api.github.com/repos/AppliedEnergistics/Applied-Energistics-2,Applied-Energistics-2,AppliedEnergistics/Applied-Energistics-2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AppliedEnergistics_Applied-Energistics-2.tar.gz,24.1656
11821702,https://api.github.com/repos/OpenTOSCA/container,container,OpenTOSCA/container,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenTOSCA_container.tar.gz,106.944
11836278,https://api.github.com/repos/gosu-lang/old-gosu-repo,old-gosu-repo,gosu-lang/old-gosu-repo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gosu-lang_old-gosu-repo.tar.gz,22.6586
118384,https://api.github.com/repos/smooks/smooks,smooks,smooks/smooks,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/smooks_smooks.tar.gz,15.374
119024,https://api.github.com/repos/stormpath/stormpath-sdk-java,stormpath-sdk-java,stormpath/stormpath-sdk-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/stormpath_stormpath-sdk-java.tar.gz,48.67
11972,https://api.github.com/repos/openstreetmap/josm,josm,openstreetmap/josm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openstreetmap_josm.tar.gz,909.04
119763285,https://api.github.com/repos/omnetpp/omnetpp,omnetpp,omnetpp/omnetpp,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/omnetpp_omnetpp.tar.gz,239.111
120232,https://api.github.com/repos/droolsjbpm/droolsjbpm-integration,droolsjbpm-integration,droolsjbpm/droolsjbpm-integration,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/droolsjbpm_droolsjbpm-integration.tar.gz,90.8994
121476970,https://api.github.com/repos/didi/DDMQ,DDMQ,didi/DDMQ,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/didi_DDMQ.tar.gz,71.5364
12239372,https://api.github.com/repos/alien4cloud/alien4cloud,alien4cloud,alien4cloud/alien4cloud,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/alien4cloud_alien4cloud.tar.gz,46.0473
122606,https://api.github.com/repos/zkoss/zk,zk,zkoss/zk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/zkoss_zk.tar.gz,911.782
123137527,https://api.github.com/repos/apache/incubator-shardingsphere,incubator-shardingsphere,apache/incubator-shardingsphere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-shardingsphere.tar.gz,394.141
12333,https://api.github.com/repos/droolsjbpm/drools,drools,droolsjbpm/drools,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/droolsjbpm_drools.tar.gz,229.782
12413135,https://api.github.com/repos/sitewhere/sitewhere,sitewhere,sitewhere/sitewhere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/sitewhere_sitewhere.tar.gz,64.3731
12607406,https://api.github.com/repos/Geforce132/SecurityCraft,SecurityCraft,Geforce132/SecurityCraft,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Geforce132_SecurityCraft.tar.gz,20.7527
12631911,https://api.github.com/repos/axelor/axelor-business-suite,axelor-business-suite,axelor/axelor-business-suite,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/axelor_axelor-business-suite.tar.gz,205.836
126634142,https://api.github.com/repos/swimos/swim,swim,swimos/swim,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/swimos_swim.tar.gz,25.1264
12697626,https://api.github.com/repos/oswetto/Loboevolution,Loboevolution,oswetto/Loboevolution,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/oswetto_Loboevolution.tar.gz,39.9067
12756338,https://api.github.com/repos/apache/calcite,incubator-calcite,apache/calcite,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_calcite.tar.gz,84.095
12758675,https://api.github.com/repos/austinv11/PeripheralsPlusPlus,PeripheralsPlusPlus,austinv11/PeripheralsPlusPlus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/austinv11_PeripheralsPlusPlus.tar.gz,87.5247
12772926,https://api.github.com/repos/entando/entando-core,entando-core,entando/entando-core,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/entando_entando-core.tar.gz,69.6712
12813026,https://api.github.com/repos/swagger-api/swagger-codegen,swagger-codegen,swagger-api/swagger-codegen,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/swagger-api_swagger-codegen.tar.gz,202.733
12832010,https://api.github.com/repos/apache/reef,incubator-reef,apache/reef,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_reef.tar.gz,57.9213
128332502,https://api.github.com/repos/quarkusio/quarkus,quarkus,quarkusio/quarkus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/quarkusio_quarkus.tar.gz,79.9666
12844677,https://api.github.com/repos/douglascraigschmidt/LiveLessons,LiveLessons,douglascraigschmidt/LiveLessons,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/douglascraigschmidt_LiveLessons.tar.gz,165.672
12937,https://api.github.com/repos/SpringSource/spring-security,spring-security,SpringSource/spring-security,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SpringSource_spring-security.tar.gz,70.9199
129577897,https://api.github.com/repos/arcus-smart-home/arcusplatform,arcusplatform,arcus-smart-home/arcusplatform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/arcus-smart-home_arcusplatform.tar.gz,1066.28
12979968,https://api.github.com/repos/deeplearning4j/deeplearning4j,deeplearning4j,deeplearning4j/deeplearning4j,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/deeplearning4j_deeplearning4j.tar.gz,756.404
13001,https://api.github.com/repos/osmandapp/Osmand,Osmand,osmandapp/Osmand,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/osmandapp_Osmand.tar.gz,582.129
13139035,https://api.github.com/repos/FenixEdu/fenixedu-academic,fenixedu-academic,FenixEdu/fenixedu-academic,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/FenixEdu_fenixedu-academic.tar.gz,243.886
13146851,https://api.github.com/repos/serenity-bdd/serenity-core,serenity-core,serenity-bdd/serenity-core,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/serenity-bdd_serenity-core.tar.gz,691.713
13162463,https://api.github.com/repos/senbox-org/snap-desktop,snap-desktop,senbox-org/snap-desktop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/senbox-org_snap-desktop.tar.gz,108.424
1332930,https://api.github.com/repos/apache/ode,ode,apache/ode,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_ode.tar.gz,43.541
13546,https://api.github.com/repos/northern-bites/nbites,nbites,northern-bites/nbites,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/northern-bites_nbites.tar.gz,229.646
135478076,https://api.github.com/repos/nuls-io/nuls-v2,nuls-v2,nuls-io/nuls-v2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/nuls-io_nuls-v2.tar.gz,61.52
13557248,https://api.github.com/repos/apache/drill,drill,apache/drill,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_drill.tar.gz,153.413
13573,https://api.github.com/repos/bndtools/bnd,bnd,bndtools/bnd,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bndtools_bnd.tar.gz,867.825
13632479,https://api.github.com/repos/vogellacompany/codeexamples-android,codeexamples-android,vogellacompany/codeexamples-android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/vogellacompany_codeexamples-android.tar.gz,149.169
13636329,https://api.github.com/repos/appirio-tech/topcoder-UML-Tool,topcoder-UML-Tool,appirio-tech/topcoder-UML-Tool,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/appirio-tech_topcoder-UML-Tool.tar.gz,790.419
13644218,https://api.github.com/repos/archimatetool/archi,archi,archimatetool/archi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/archimatetool_archi.tar.gz,181.933
1366021,https://api.github.com/repos/teiid/teiid,teiid,teiid/teiid,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/teiid_teiid.tar.gz,196.054
1366147,https://api.github.com/repos/neo4j/neo4j,neo4j,neo4j/neo4j,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/neo4j_neo4j.tar.gz,577.805
13673906,https://api.github.com/repos/apache/nifi,incubator-nifi,apache/nifi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_nifi.tar.gz,286.058
1372909,https://api.github.com/repos/nchovy/kraken,kraken,nchovy/kraken,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/nchovy_kraken.tar.gz,34.4488
13734167,https://api.github.com/repos/apache/tomcat80,tomcat80,apache/tomcat80,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_tomcat80.tar.gz,69.8968
13773,https://api.github.com/repos/apache/hbase,hbase,apache/hbase,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_hbase.tar.gz,469.058
1380,https://api.github.com/repos/miltonio/milton2,milton2,miltonio/milton2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/miltonio_milton2.tar.gz,96.3116
13802,https://api.github.com/repos/apache/hadoop-common,hadoop-common,apache/hadoop-common,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_hadoop-common.tar.gz,371.437
138238,https://api.github.com/repos/bcdev/beam,beam,bcdev/beam,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bcdev_beam.tar.gz,319.864
1386172,https://api.github.com/repos/aidancbrady/Mekanism,Mekanism,aidancbrady/Mekanism,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/aidancbrady_Mekanism.tar.gz,104.394
1396428,https://api.github.com/repos/gosu-lang/gosu,gosu,gosu-lang/gosu,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gosu-lang_gosu.tar.gz,22.6585
1397723,https://api.github.com/repos/killbill/killbill,killbill,killbill/killbill,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/killbill_killbill.tar.gz,690.368
1406593,https://api.github.com/repos/OpenLMIS/open-lmis,open-lmis,OpenLMIS/open-lmis,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenLMIS_open-lmis.tar.gz,179.911
140854,https://api.github.com/repos/bogeblad/infoglue,infoglue,bogeblad/infoglue,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bogeblad_infoglue.tar.gz,242.005
1429543,https://api.github.com/repos/LWJGL/lwjgl,lwjgl,LWJGL/lwjgl,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/LWJGL_lwjgl.tar.gz,71.4605
143738,https://api.github.com/repos/AOKP/packages_apps_Settings,packages_apps_Settings,AOKP/packages_apps_Settings,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AOKP_packages_apps_Settings.tar.gz,1051.85
14390900,https://api.github.com/repos/sics-sse/moped,moped,sics-sse/moped,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/sics-sse_moped.tar.gz,536.808
14402,https://api.github.com/repos/eclipse/jgit,jgit,eclipse/jgit,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_jgit.tar.gz,48.2016
1447059,https://api.github.com/repos/Docear/Desktop,Desktop,Docear/Desktop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Docear_Desktop.tar.gz,290.229
1448810,https://api.github.com/repos/freeplane/freeplane,freeplane,freeplane/freeplane,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/freeplane_freeplane.tar.gz,221.767
144967,https://api.github.com/repos/undertow-io/undertow,undertow,undertow-io/undertow,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/undertow-io_undertow.tar.gz,33.7325
1450823,https://api.github.com/repos/cping/LGame,LGame,cping/LGame,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cping_LGame.tar.gz,1031.7
14696016,https://api.github.com/repos/apache/kylin,incubator-kylin,apache/kylin,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_kylin.tar.gz,319.762
1476499,https://api.github.com/repos/eclipse/linuxtools,linuxtools,eclipse/linuxtools,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_linuxtools.tar.gz,179.533
1481661,https://api.github.com/repos/researchstudio-sat/webofneeds,webofneeds,researchstudio-sat/webofneeds,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/researchstudio-sat_webofneeds.tar.gz,283.006
14897549,https://api.github.com/repos/naver/pinpoint,pinpoint,naver/pinpoint,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/naver_pinpoint.tar.gz,276.398
150042,https://api.github.com/repos/asakusafw/asakusafw,asakusafw,asakusafw/asakusafw,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/asakusafw_asakusafw.tar.gz,54.396
1501131,https://api.github.com/repos/vivo-project/Vitro,Vitro,vivo-project/Vitro,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/vivo-project_Vitro.tar.gz,281.796
15039975,https://api.github.com/repos/DeviceConnect/DeviceConnect-Android,DeviceConnect-Android,DeviceConnect/DeviceConnect-Android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/DeviceConnect_DeviceConnect-Android.tar.gz,145.342
15260099,https://api.github.com/repos/inspectIT/inspectIT,inspectIT,inspectIT/inspectIT,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/inspectIT_inspectIT.tar.gz,26.5015
15352649,https://api.github.com/repos/UniTime/unitime,UniTime,UniTime/unitime,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/UniTime_unitime.tar.gz,1156.16
1553508,https://api.github.com/repos/LibrePlan/libreplan,libreplan,LibrePlan/libreplan,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/LibrePlan_libreplan.tar.gz,92.1839
1554,https://api.github.com/repos/Graylog2/graylog2-server,graylog2-server,Graylog2/graylog2-server,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Graylog2_graylog2-server.tar.gz,139.799
155485,https://api.github.com/repos/apache/felix,felix,apache/felix,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_felix.tar.gz,101.76
156655,https://api.github.com/repos/TaintDroid/android_platform_frameworks_base,android_platform_frameworks_base,TaintDroid/android_platform_frameworks_base,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/TaintDroid_android_platform_frameworks_base.tar.gz,1968.24
158249,https://api.github.com/repos/android/platform_packages_apps_settings,platform_packages_apps_settings,android/platform_packages_apps_settings,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/android_platform_packages_apps_settings.tar.gz,1445.73
158585,https://api.github.com/repos/timmolter/XChange,XChange,timmolter/XChange,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/timmolter_XChange.tar.gz,59.3891
15881,https://api.github.com/repos/JacORB/JacORB,JacORB,JacORB/JacORB,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JacORB_JacORB.tar.gz,73.5571
15891421,https://api.github.com/repos/groboclown/p4ic4idea,p4ic4idea,groboclown/p4ic4idea,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/groboclown_p4ic4idea.tar.gz,1616.23
16043852,https://api.github.com/repos/apache/incubator-tinkerpop,incubator-tinkerpop,apache/incubator-tinkerpop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-tinkerpop.tar.gz,272.871
16187090,https://api.github.com/repos/cacheonix/cacheonix-core,cacheonix-core,cacheonix/cacheonix-core,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cacheonix_cacheonix-core.tar.gz,418.181
16232,https://api.github.com/repos/alibaba/dubbo,dubbo,alibaba/dubbo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/alibaba_dubbo.tar.gz,41.9547
