project_id,git_url,repo_name,owner_repo,repo_path,size_mb
11467439,https://api.github.com/repos/Unidata/awips2,awips2,Unidata/awips2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Unidata_awips2.tar.gz,4030.33
11598286,https://api.github.com/repos/Talend/tdi-studio-se,tdi-studio-se,Talend/tdi-studio-se,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Talend_tdi-studio-se.tar.gz,994.362
11625575,https://api.github.com/repos/torakiki/pdfsam-v2,pdfsam-v2,torakiki/pdfsam-v2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/torakiki_pdfsam-v2.tar.gz,174.251
116732166,https://api.github.com/repos/corretto/corretto-8,corretto-8,corretto/corretto-8,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/corretto_corretto-8.tar.gz,515.774
11782666,https://api.github.com/repos/google/error-prone-javac,error-prone-javac,google/error-prone-javac,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/google_error-prone-javac.tar.gz,350.103
11805998,https://api.github.com/repos/payara/Payara,Payara,payara/Payara,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/payara_Payara.tar.gz,262.149
125731236,https://api.github.com/repos/corretto/corretto-11,corretto-11,corretto/corretto-11,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/corretto_corretto-11.tar.gz,753.391
125766,https://api.github.com/repos/openjdk-mirror/jdk7u-jdk,jdk7u-jdk,openjdk-mirror/jdk7u-jdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openjdk-mirror_jdk7u-jdk.tar.gz,341.221
12713,https://api.github.com/repos/apache/hive,hive,apache/hive,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_hive.tar.gz,725.373
127164484,https://api.github.com/repos/kangjianwei/LearningJDK,LearningJDK,kangjianwei/LearningJDK,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/kangjianwei_LearningJDK.tar.gz,265.937
133692486,https://api.github.com/repos/apache/netbeans,netbeans,apache/netbeans,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_netbeans.tar.gz,693.076
13582966,https://api.github.com/repos/opennetworkinglab/onos,onos,opennetworkinglab/onos,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/opennetworkinglab_onos.tar.gz,277.708
1371250,https://api.github.com/repos/oVirt/ovirt-engine,ovirt-engine,oVirt/ovirt-engine,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/oVirt_ovirt-engine.tar.gz,414.41
1377549,https://api.github.com/repos/aws/aws-sdk-java,aws-sdk-java,aws/aws-sdk-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/aws_aws-sdk-java.tar.gz,2720.37
14054618,https://api.github.com/repos/SpoonLabs/astor,astor,SpoonLabs/astor,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SpoonLabs_astor.tar.gz,904.566
1429606,https://api.github.com/repos/aws/aws-sdk-android,aws-sdk-android,aws/aws-sdk-android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/aws_aws-sdk-android.tar.gz,307.071
14361,https://api.github.com/repos/xamarin/XobotOS,XobotOS,xamarin/XobotOS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/xamarin_XobotOS.tar.gz,594.918
14579966,https://api.github.com/repos/sakaiproject/sakai,sakai,sakaiproject/sakai,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/sakaiproject_sakai.tar.gz,559.007
14807988,https://api.github.com/repos/apache/flink,flink,apache/flink,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_flink.tar.gz,403.713
15905253,https://api.github.com/repos/MIT-PAC/droidsafe-src,droidsafe-src,MIT-PAC/droidsafe-src,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/MIT-PAC_droidsafe-src.tar.gz,1623.44
16139487,https://api.github.com/repos/GoogleCloudPlatform/gcloud-java,gcloud-java,GoogleCloudPlatform/gcloud-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/GoogleCloudPlatform_gcloud-java.tar.gz,1295.7
16634410,https://api.github.com/repos/ianopolous/JPC,JPC,ianopolous/JPC,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ianopolous_JPC.tar.gz,69.8533
17549805,https://api.github.com/repos/EgorKulikov/yaal,yaal,EgorKulikov/yaal,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/EgorKulikov_yaal.tar.gz,269.186
18369464,https://api.github.com/repos/zstackorg/zstack,zstack,zstackorg/zstack,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/zstackorg_zstack.tar.gz,145.788
1841809,https://api.github.com/repos/eclipse/org.aspectj,org.aspectj,eclipse/org.aspectj,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_org.aspectj.tar.gz,678.967
18425785,https://api.github.com/repos/espertechinc/esper,esper,espertechinc/esper,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/espertechinc_esper.tar.gz,83.9635
18432613,https://api.github.com/repos/Pushjet/Pushjet-Android,Pushjet-Android,Pushjet/Pushjet-Android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Pushjet_Pushjet-Android.tar.gz,498.302
18584,https://api.github.com/repos/AOKP/frameworks_base,frameworks_base,AOKP/frameworks_base,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AOKP_frameworks_base.tar.gz,3233.76
18651,https://api.github.com/repos/geogebra/geogebra,geogebra,geogebra/geogebra,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/geogebra_geogebra.tar.gz,2144.57
18803580,https://api.github.com/repos/frohoff/jdk8u-jdk,jdk8u-jdk,frohoff/jdk8u-jdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/frohoff_jdk8u-jdk.tar.gz,642.342
18803598,https://api.github.com/repos/frohoff/jdk8u-dev-jdk,jdk8u-dev-jdk,frohoff/jdk8u-dev-jdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/frohoff_jdk8u-dev-jdk.tar.gz,642.342
1958,https://api.github.com/repos/infinispan/infinispan,infinispan,infinispan/infinispan,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/infinispan_infinispan.tar.gz,184.033
20937322,https://api.github.com/repos/CoprHD/coprhd-controller,coprhd-controller,CoprHD/coprhd-controller,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/CoprHD_coprhd-controller.tar.gz,349.787
21314453,https://api.github.com/repos/OpenJML/OpenJML,OpenJML,OpenJML/OpenJML,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenJML_OpenJML.tar.gz,229.195
21597,https://api.github.com/repos/geotools/geotools,geotools,geotools/geotools,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/geotools_geotools.tar.gz,518.407
22083871,https://api.github.com/repos/aliyun/aliyun-openapi-java-sdk,aliyun-openapi-java-sdk,aliyun/aliyun-openapi-java-sdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/aliyun_aliyun-openapi-java-sdk.tar.gz,121.922
22205189,https://api.github.com/repos/apache/ignite,ignite,apache/ignite,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_ignite.tar.gz,528.995
2249963,https://api.github.com/repos/robovm/robovm,robovm,robovm/robovm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/robovm_robovm.tar.gz,564.045
2281,https://api.github.com/repos/gradle/gradle,gradle,gradle/gradle,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gradle_gradle.tar.gz,451.261
2291113,https://api.github.com/repos/pentaho/pentaho-reporting,pentaho-reporting,pentaho/pentaho-reporting,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/pentaho_pentaho-reporting.tar.gz,1136.13
232203,https://api.github.com/repos/eclipse/cdt,cdt,eclipse/cdt,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_cdt.tar.gz,325.821
24203553,https://api.github.com/repos/eclipse/che,che,eclipse/che,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_che.tar.gz,142.747
25445,https://api.github.com/repos/android/platform_frameworks_base,platform_frameworks_base,android/platform_frameworks_base,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/android_platform_frameworks_base.tar.gz,4338.21
26591,https://api.github.com/repos/hibernate/hibernate-orm,hibernate-orm,hibernate/hibernate-orm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/hibernate_hibernate-orm.tar.gz,219.051
27260690,https://api.github.com/repos/graalvm/truffle,truffle,graalvm/truffle,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/graalvm_truffle.tar.gz,1429.44
28034343,https://api.github.com/repos/bugvm/bugvm,bugvm,bugvm/bugvm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bugvm_bugvm.tar.gz,1797.78
28334824,https://api.github.com/repos/FlexoVM/flexovm,FlexoVM,FlexoVM/flexovm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/FlexoVM_flexovm.tar.gz,280.293
29790,https://api.github.com/repos/JetBrains/MPS,MPS,JetBrains/MPS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JetBrains_MPS.tar.gz,8058.7
300140,https://api.github.com/repos/apache/cxf,cxf,apache/cxf,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_cxf.tar.gz,192.005
3092697,https://api.github.com/repos/GregBowyer/ManagedRuntimeInitiative,ManagedRuntimeInitiative,GregBowyer/ManagedRuntimeInitiative,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/GregBowyer_ManagedRuntimeInitiative.tar.gz,297.352
30929002,https://api.github.com/repos/metasfresh/metasfresh,metasfresh,metasfresh/metasfresh,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/metasfresh_metasfresh.tar.gz,394.443
31515051,https://api.github.com/repos/ihmcrobotics/ihmc-open-robotics-software,ihmc-open-robotics-software,ihmcrobotics/ihmc-open-robotics-software,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ihmcrobotics_ihmc-open-robotics-software.tar.gz,1228.39
32188479,https://api.github.com/repos/Fermat-ORG/fermat,fermat,Fermat-ORG/fermat,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Fermat-ORG_fermat.tar.gz,734.945
3281281,https://api.github.com/repos/wildfly/wildfly,wildfly,wildfly/wildfly,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wildfly_wildfly.tar.gz,302.015
3318537,https://api.github.com/repos/OpenNMS/opennms,opennms,OpenNMS/opennms,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenNMS_opennms.tar.gz,1024.6
33244201,https://api.github.com/repos/Microsoft/team-explorer-everywhere,team-explorer-everywhere,Microsoft/team-explorer-everywhere,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Microsoft_team-explorer-everywhere.tar.gz,108.485
3414374,https://api.github.com/repos/gwtproject/gwt,gwt,gwtproject/gwt,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gwtproject_gwt.tar.gz,348.547
34249734,https://api.github.com/repos/microsoftgraph/msgraph-sdk-android,msgraph-sdk-android,microsoftgraph/msgraph-sdk-android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/microsoftgraph_msgraph-sdk-android.tar.gz,21.7915
343,https://api.github.com/repos/WindowsAzure/azure-sdk-for-java,azure-sdk-for-java,WindowsAzure/azure-sdk-for-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/WindowsAzure_azure-sdk-for-java.tar.gz,1194.35
35846,https://api.github.com/repos/JetBrains/kotlin,kotlin,JetBrains/kotlin,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JetBrains_kotlin.tar.gz,894.468
3759422,https://api.github.com/repos/consulo/consulo,consulo,consulo/consulo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/consulo_consulo.tar.gz,1029.44
39068,https://api.github.com/repos/apache/hadoop,hadoop,apache/hadoop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_hadoop.tar.gz,702.351
3981,https://api.github.com/repos/liferay/liferay-portal,liferay-portal,liferay/liferay-portal,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/liferay_liferay-portal.tar.gz,14717.1
4095,https://api.github.com/repos/elastic/elasticsearch,elasticsearch,elastic/elasticsearch,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/elastic_elasticsearch.tar.gz,912.606
4401815,https://api.github.com/repos/opensourceBIM/BIMserver,BIMserver,opensourceBIM/BIMserver,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/opensourceBIM_BIMserver.tar.gz,719.323
44561068,https://api.github.com/repos/GoogleCloudPlatform/google-cloud-java,google-cloud-java,GoogleCloudPlatform/google-cloud-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/GoogleCloudPlatform_google-cloud-java.tar.gz,1295.72
449190,https://api.github.com/repos/geosdi/geo-platform,geo-platform,geosdi/geo-platform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/geosdi_geo-platform.tar.gz,238.046
44919435,https://api.github.com/repos/joekoolade/JOE,JOE,joekoolade/JOE,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/joekoolade_JOE.tar.gz,300.526
44967,https://api.github.com/repos/nuxeo/nuxeo,nuxeo,nuxeo/nuxeo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/nuxeo_nuxeo.tar.gz,560.253
4855989,https://api.github.com/repos/dmlloyd/openjdk,openjdk,dmlloyd/openjdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dmlloyd_openjdk.tar.gz,2434.54
4873,https://api.github.com/repos/apache/lucene-solr,lucene-solr,apache/lucene-solr,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_lucene-solr.tar.gz,703.011
500132,https://api.github.com/repos/magefree/mage,mage,magefree/mage,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/magefree_mage.tar.gz,640.795
5022077,https://api.github.com/repos/fanhongtao/JDK,JDK,fanhongtao/JDK,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/fanhongtao_JDK.tar.gz,141.942
51339,https://api.github.com/repos/gridgain/gridgain,gridgain,gridgain/gridgain,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gridgain_gridgain.tar.gz,422.647
55219,https://api.github.com/repos/JetBrains/intellij-community,intellij-community,JetBrains/intellij-community,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/JetBrains_intellij-community.tar.gz,3943.89
62238,https://api.github.com/repos/apache/camel,camel,apache/camel,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_camel.tar.gz,526.974
63534528,https://api.github.com/repos/ForgeRock/openam-community-edition,openam-community-edition,ForgeRock/openam-community-edition,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ForgeRock_openam-community-edition.tar.gz,460.582
7021075,https://api.github.com/repos/googleads/googleads-java-lib,googleads-java-lib,googleads/googleads-java-lib,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/googleads_googleads-java-lib.tar.gz,206.92
71812389,https://api.github.com/repos/vespa-engine/vespa,vespa,vespa-engine/vespa,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/vespa-engine_vespa.tar.gz,265.827
7292,https://api.github.com/repos/groovy/groovy-eclipse,groovy-eclipse,groovy/groovy-eclipse,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/groovy_groovy-eclipse.tar.gz,1494.99
730516,https://api.github.com/repos/eclipse/birt,birt,eclipse/birt,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eclipse_birt.tar.gz,359.494
75061625,https://api.github.com/repos/OpenLiberty/open-liberty,open-liberty,OpenLiberty/open-liberty,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenLiberty_open-liberty.tar.gz,905.659
773698,https://api.github.com/repos/Helbrass/openjdk-fontfix,openjdk-fontfix,Helbrass/openjdk-fontfix,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Helbrass_openjdk-fontfix.tar.gz,511.987
788898,https://api.github.com/repos/deas/alfresco,alfresco,deas/alfresco,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/deas_alfresco.tar.gz,2123.41
80214967,https://api.github.com/repos/wanwanpp/jdk-source,jdk-source,wanwanpp/jdk-source,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wanwanpp_jdk-source.tar.gz,99.1639
8270239,https://api.github.com/repos/rhq-project/rhq,rhq,rhq-project/rhq,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/rhq-project_rhq.tar.gz,282.576
85029025,https://api.github.com/repos/AionGermany/aion-germany,aion-germany,AionGermany/aion-germany,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AionGermany_aion-germany.tar.gz,755.2
85035459,https://api.github.com/repos/oracle/graal,graal,oracle/graal,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/oracle_graal.tar.gz,1426.66
89965608,https://api.github.com/repos/microsoftgraph/msgraph-sdk-java,msgraph-sdk-java,microsoftgraph/msgraph-sdk-java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/microsoftgraph_msgraph-sdk-java.tar.gz,34.2694
9373127,https://api.github.com/repos/bytedeco/javacpp-presets,javacpp-presets,bytedeco/javacpp-presets,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bytedeco_javacpp-presets.tar.gz,417.518
