project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files,others,acl,androidlog,jul,log4j,log4j2,logback,slf4j,is_general,general_lus
12821831,https://api.github.com/repos/fbiville/liquigraph,liquigraph,fbiville/liquigraph,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/fbiville_liquigraph.tar.gz,small,Java,342576,0,9529,5862,2318,1349,0,135,0,[],,False,False,False,False,False,False,True,True,['slf4j']
1001726,https://api.github.com/repos/rfonseca/X-Trace,X-Trace,rfonseca/X-Trace,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/rfonseca_X-Trace.tar.gz,small,Java,278885,0,8969,5707,2004,1258,0,50,0,[],,False,False,False,True,False,False,False,True,['log4j']
29380763,https://api.github.com/repos/dengshiwei/AndroidUtils,AndroidUtils,dengshiwei/AndroidUtils,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dengshiwei_AndroidUtils.tar.gz,small,Java,79567,0,2743,1613,883,247,0,25,0,[],,False,True,False,False,False,False,False,True,['androidlog']
133044822,https://api.github.com/repos/yueshutong/spring-boot-starter-current-limiting,spring-boot-starter-current-limiting,yueshutong/spring-boot-starter-current-limiting,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/yueshutong_spring-boot-starter-current-limiting.tar.gz,small,Java,140482,0,4433,3174,598,661,0,86,0,[],,False,False,False,False,False,False,True,True,['slf4j']
21266007,https://api.github.com/repos/jariz/MaterialUp,MaterialUp,jariz/MaterialUp,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jariz_MaterialUp.tar.gz,small,Java,57630,0,1891,1360,138,393,0,36,0,[],,False,True,False,False,False,False,False,True,['androidlog']
75563948,https://api.github.com/repos/xuningjack/AndroidNet,AndroidNet,xuningjack/AndroidNet,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/xuningjack_AndroidNet.tar.gz,small,Java,278675,0,8522,4859,2459,1204,0,79,0,[],,False,True,False,False,False,False,False,True,['androidlog']
57760728,https://api.github.com/repos/chaokunyang/cloud-shop,cloud-shop,chaokunyang/cloud-shop,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/chaokunyang_cloud-shop.tar.gz,small,Java,44254,0,1630,995,331,304,0,39,0,[],,False,False,False,True,False,False,False,True,['log4j']
20574743,https://api.github.com/repos/ivannp/tradelib,tradelib,ivannp/tradelib,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ivannp_tradelib.tar.gz,small,Java,378027,0,10278,6989,1618,1671,0,71,0,[],,False,False,True,False,False,False,False,True,['jul']
34441,https://api.github.com/repos/mirkonasato/jodconverter,jodconverter,mirkonasato/jodconverter,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/mirkonasato_jodconverter.tar.gz,small,Java,139855,0,3733,2415,760,558,0,53,0,[],,False,False,True,False,False,False,False,True,['jul']
3807003,https://api.github.com/repos/adamrocker/volley,volley,adamrocker/volley,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/adamrocker_volley.tar.gz,small,Java,1225395,0,33721,19873,9474,4374,0,87,0,[],,False,True,False,False,False,False,False,True,['androidlog']
16310552,https://api.github.com/repos/tennaito/rsql-jpa,rsql-jpa,tennaito/rsql-jpa,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/tennaito_rsql-jpa.tar.gz,small,Java,123535,0,3246,1634,1181,431,0,25,0,[],,False,False,True,False,False,False,False,True,['jul']
40952191,https://api.github.com/repos/wenmingvs/LogReport,LogReport,wenmingvs/LogReport,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wenmingvs_LogReport.tar.gz,small,Java,73405,0,2398,1416,663,319,0,27,0,[],,False,True,False,False,False,False,False,True,['androidlog']
27935040,https://api.github.com/repos/M66B/NetGuard,NetGuard,M66B/NetGuard,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/M66B_NetGuard.tar.gz,small,Java,582424,0,14051,11097,1085,1869,0,40,0,[],,False,True,False,False,False,False,False,True,['androidlog']
7750280,https://api.github.com/repos/ptgoetz/storm-hdfs,storm-hdfs,ptgoetz/storm-hdfs,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ptgoetz_storm-hdfs.tar.gz,small,Java,92007,0,2779,1603,757,419,0,38,0,[],,False,False,False,False,False,False,True,True,['slf4j']
6017243,https://api.github.com/repos/alibaba/multi-thread-context,multi-thread-context,alibaba/multi-thread-context,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/alibaba_multi-thread-context.tar.gz,small,Java,155993,0,4021,2033,1465,523,0,41,0,[],com.alibaba.ttl.threadpool.agent.internal.logging.logger,False,False,True,False,False,False,False,True,['jul']
7305366,https://api.github.com/repos/socrata/soda-android-sdk,soda-android-sdk,socrata/soda-android-sdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/socrata_soda-android-sdk.tar.gz,small,Java,136205,0,4865,2281,1827,757,0,55,0,[],,False,True,False,False,False,False,False,True,['androidlog']
97978899,https://api.github.com/repos/TencentVideoCloudMLVBDev/roomservice_server_java,roomservice_server_java,TencentVideoCloudMLVBDev/roomservice_server_java,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/TencentVideoCloudMLVBDev_roomservice_server_java.tar.gz,small,Java,132322,0,3942,2967,318,657,0,51,0,[],,False,False,False,False,False,False,True,True,['slf4j']
28890495,https://api.github.com/repos/SparkMonitor/varOne,varOne,SparkMonitor/varOne,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SparkMonitor_varOne.tar.gz,small,Java,432095,0,12888,9246,1962,1680,0,91,0,[],,False,False,False,True,False,False,False,True,['log4j']
23751571,https://api.github.com/repos/krazykira/VidEffects,VidEffects,krazykira/VidEffects,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/krazykira_VidEffects.tar.gz,small,Java,101527,0,2800,2026,309,465,0,41,0,[],,False,True,False,False,False,False,False,True,['androidlog']
12514395,https://api.github.com/repos/ytsdk/ytsdk,ytsdk,ytsdk/ytsdk,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ytsdk_ytsdk.tar.gz,small,Java,786613,0,19201,10423,7141,1637,0,68,0,[],,False,True,False,False,False,False,False,True,['androidlog']
129673004,https://api.github.com/repos/MiracleTanC/Neo4j-KGBuilder,Neo4j-KGBuilder,MiracleTanC/Neo4j-KGBuilder,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/MiracleTanC_Neo4j-KGBuilder.tar.gz,small,Java,162677,0,5285,3631,1185,469,0,36,0,[],,False,False,False,False,False,False,True,True,['slf4j']
11290574,https://api.github.com/repos/bparmentier/OpenBikeSharing,OpenBikeSharing,bparmentier/OpenBikeSharing,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bparmentier_OpenBikeSharing.tar.gz,small,Java,128432,0,3182,2262,478,442,0,23,0,[],,False,True,False,False,False,False,False,True,['androidlog']
6784019,https://api.github.com/repos/wuweiit/weixinapi,weixinapi,wuweiit/weixinapi,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/wuweiit_weixinapi.tar.gz,small,Java,107325,0,4514,2314,1207,993,0,48,0,[],,False,False,False,False,False,False,True,True,['slf4j']
29557686,https://api.github.com/repos/Mauin/RxFingerprint,RxFingerprint,Mauin/RxFingerprint,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Mauin_RxFingerprint.tar.gz,small,Java,125541,0,3232,1730,1038,464,0,38,0,[],,False,True,False,False,False,False,False,True,['androidlog']
25180383,https://api.github.com/repos/gxianglong/kratos-1,kratos-1,gxianglong/kratos-1,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/gxianglong_kratos-1.tar.gz,small,Java,93329,0,3581,2105,997,479,0,51,0,[],,False,False,False,False,False,False,True,True,['slf4j']
37127684,https://api.github.com/repos/SLYAK/spring-data-jpa-extra,spring-data-jpa-extra,SLYAK/spring-data-jpa-extra,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/SLYAK_spring-data-jpa-extra.tar.gz,small,Java,100457,0,3163,2149,536,478,0,43,0,[],org.hibernate.internal.coremessagelogger,True,False,False,False,False,False,True,True,"['acl', 'slf4j']"
23112206,https://api.github.com/repos/andforce/Maps,Maps,andforce/Maps,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/andforce_Maps.tar.gz,small,Java,191712,0,5903,4130,532,1241,0,60,0,[],,False,True,False,False,False,False,False,True,['androidlog']
30730727,https://api.github.com/repos/harvic/BlogResForGitHub,BlogResForGitHub,harvic/BlogResForGitHub,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/harvic_BlogResForGitHub.tar.gz,small,Java,16629,0,547,368,83,96,0,20,0,[],,False,True,False,False,False,False,False,True,['androidlog']
45788,https://api.github.com/repos/dennischen/daily-money,daily-money,dennischen/daily-money,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dennischen_daily-money.tar.gz,small,Java,398936,0,12029,9322,809,1898,0,73,0,[],com.bottleworks.commons.util.logger,False,True,False,False,False,False,False,True,['androidlog']
105359826,https://api.github.com/repos/maiwenchang/ArtVideoPlayer,ArtVideoPlayer,maiwenchang/ArtVideoPlayer,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/maiwenchang_ArtVideoPlayer.tar.gz,small,Java,197343,0,6007,4536,619,852,0,38,0,[],,False,True,False,False,False,False,False,True,['androidlog']
12802301,https://api.github.com/repos/MPieter/Notification-Analyser,Notification-Analyser,MPieter/Notification-Analyser,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/MPieter_Notification-Analyser.tar.gz,small,Java,487408,0,16795,8423,5074,3298,0,80,0,[],,False,True,False,False,False,False,False,True,['androidlog']
133089,https://api.github.com/repos/openintents/filemanager,filemanager,openintents/filemanager,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openintents_filemanager.tar.gz,small,Java,398571,0,11322,7789,1787,1746,0,76,0,[],,False,True,False,False,False,False,False,True,['androidlog']
55039,https://api.github.com/repos/pents90/svg-android,svg-android,pents90/svg-android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/pents90_svg-android.tar.gz,small,Java,164242,0,4519,3266,821,432,0,23,0,[],,False,True,False,False,False,False,False,True,['androidlog']
15757782,https://api.github.com/repos/ustwo/clockwise,Clockwise,ustwo/clockwise,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ustwo_clockwise.tar.gz,small,Java,136295,0,3505,2091,944,470,0,27,0,[],,False,True,False,False,False,False,False,True,['androidlog']
3840779,https://api.github.com/repos/firepick1/FirePick,FirePick,firepick1/FirePick,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/firepick1_FirePick.tar.gz,small,Java,44315,0,1292,702,444,146,0,22,0,[],,False,False,False,False,False,False,True,True,['slf4j']
55821454,https://api.github.com/repos/by-syk/NanoIconPack,NanoIconPack,by-syk/NanoIconPack,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/by-syk_NanoIconPack.tar.gz,small,Java,293197,0,8507,5862,1489,1156,0,56,0,[],,False,True,False,False,False,False,False,True,['androidlog']
184142,https://api.github.com/repos/jenkinsci/mercurial-plugin,mercurial-plugin,jenkinsci/mercurial-plugin,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jenkinsci_mercurial-plugin.tar.gz,small,Java,355535,0,8828,6176,1584,1068,0,69,0,[],,False,False,True,False,False,False,False,True,['jul']
9185514,https://api.github.com/repos/openhab/openhab.android,openhab.android,openhab/openhab.android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/openhab_openhab.android.tar.gz,small,Java,79895,0,2013,1107,617,289,0,4,0,[],okhttp3.logging.httplogginginterceptor,False,True,True,False,False,False,False,True,"['androidlog', 'jul']"
48803632,https://api.github.com/repos/coderstory/Mi-Purify,Mi-Purify,coderstory/Mi-Purify,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/coderstory_Mi-Purify.tar.gz,small,Java,244188,0,6660,5141,465,1054,0,54,0,[],,False,True,False,False,False,False,False,True,['androidlog']
8877818,https://api.github.com/repos/alt236/Bluetooth-LE-Library---Android,Bluetooth-LE-Library---Android,alt236/Bluetooth-LE-Library---Android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/alt236_Bluetooth-LE-Library---Android.tar.gz,small,Java,239695,0,6111,4504,733,874,0,77,0,[],,False,True,False,False,False,False,False,True,['androidlog']
52781252,https://api.github.com/repos/RealMoMo/FengHuangNews,FengHuangNews,RealMoMo/FengHuangNews,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/RealMoMo_FengHuangNews.tar.gz,small,Java,449973,0,10647,7302,1387,1958,0,72,0,[],,False,True,False,False,False,False,False,True,['androidlog']
19007168,https://api.github.com/repos/Microsoft/cordova-samples,cordova-samples,Microsoft/cordova-samples,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Microsoft_cordova-samples.tar.gz,small,Java,223637,0,5627,3963,1000,664,0,22,0,[],org.apache.cordova.log,False,True,False,False,False,False,False,True,['androidlog']
2249803,https://api.github.com/repos/prof7bit/TorChat-Android,TorChat-Android,prof7bit/TorChat-Android,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/prof7bit_TorChat-Android.tar.gz,small,Java,58416,0,2080,1196,599,285,0,27,0,[],,False,True,False,False,False,False,False,True,['androidlog']
277553,https://api.github.com/repos/OskarVeerhoek/YouTube-tutorials,YouTube-tutorials,OskarVeerhoek/YouTube-tutorials,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OskarVeerhoek_YouTube-tutorials.tar.gz,small,Java,614795,0,15644,9830,4235,1579,0,94,0,[],,False,False,True,False,False,False,False,True,['jul']
130223958,https://api.github.com/repos/lingcimi/jjdxm_dialogui,jjdxm_dialogui,lingcimi/jjdxm_dialogui,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/lingcimi_jjdxm_dialogui.tar.gz,small,Java,169910,0,5513,3403,1427,683,0,37,0,[],,False,True,False,False,False,False,False,True,['androidlog']
56341759,https://api.github.com/repos/zjpjohn/ReliableMeageSystem,ReliableMeageSystem,zjpjohn/ReliableMeageSystem,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/zjpjohn_ReliableMeageSystem.tar.gz,small,Java,70748,0,2726,1178,1182,366,0,36,0,[],,False,False,False,False,False,False,True,True,['slf4j']
58464047,https://api.github.com/repos/killer8000/FloatingBall,FloatingBall,killer8000/FloatingBall,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/killer8000_FloatingBall.tar.gz,small,Java,116445,0,3173,2442,312,419,0,22,0,[],,False,True,False,False,False,False,False,True,['androidlog']
5079251,https://api.github.com/repos/klymenek/modjn,modjn,klymenek/modjn,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/klymenek_modjn.tar.gz,small,Java,129807,0,3494,2247,674,573,0,45,0,[],,False,False,True,False,False,False,False,True,['jul']
10146853,https://api.github.com/repos/osfans/trime,trime,osfans/trime,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/osfans_trime.tar.gz,small,Java,275654,0,8453,6632,920,901,0,24,0,[],,False,True,True,False,False,False,False,True,"['androidlog', 'jul']"
12646107,https://api.github.com/repos/googlesamples/android-DisplayingBitmaps,android-DisplayingBitmaps,googlesamples/android-DisplayingBitmaps,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/googlesamples_android-DisplayingBitmaps.tar.gz,small,Java,222571,0,5452,2945,1940,567,0,21,0,[],com.example.android.common.logger.log,False,True,False,False,False,False,False,True,['androidlog']
1765919,https://api.github.com/repos/erizet/SignalA,SignalA,erizet/SignalA,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/erizet_SignalA.tar.gz,small,Java,72626,0,2628,1999,109,520,0,39,0,[],com.turbomanage.httpclient.requestlogger,False,True,False,False,False,False,False,True,['androidlog']
65113161,https://api.github.com/repos/googlecodelabs/android-lifecycles,android-lifecycles,googlecodelabs/android-lifecycles,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/googlecodelabs_android-lifecycles.tar.gz,small,Java,40580,0,1182,602,372,208,0,20,0,[],,False,True,False,False,False,False,False,True,['androidlog']
15340703,https://api.github.com/repos/AizazAZ/Android-Ultra-Photo-Selector,Android-Ultra-Photo-Selector,AizazAZ/Android-Ultra-Photo-Selector,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AizazAZ_Android-Ultra-Photo-Selector.tar.gz,small,Java,94476,0,3652,2542,462,648,0,29,0,[],,False,True,False,False,False,False,False,True,['androidlog']
6273059,https://api.github.com/repos/davidsoergel/jlibsvm,jlibsvm,davidsoergel/jlibsvm,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/davidsoergel_jlibsvm.tar.gz,small,Java,340649,0,12227,7360,2786,2081,0,89,0,[],,False,False,False,True,False,False,False,True,['log4j']
6472760,https://api.github.com/repos/lizhenghuan/andtools,AndTools,lizhenghuan/andtools,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/lizhenghuan_andtools.tar.gz,small,Java,141127,0,4240,2678,1155,407,0,31,0,[],,False,True,False,False,False,False,False,True,['androidlog']
41425436,https://api.github.com/repos/Allure0/LMBanners,LMBanners,Allure0/LMBanners,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Allure0_LMBanners.tar.gz,small,Java,65135,0,2142,1474,261,407,0,31,0,[],,False,True,False,False,False,False,False,True,['androidlog']
20753,https://api.github.com/repos/nathanmarz/storm-starter,storm-starter,nathanmarz/storm-starter,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/nathanmarz_storm-starter.tar.gz,small,Java,120528,0,3662,2547,511,604,0,37,0,[],,False,False,False,True,False,False,False,True,['log4j']
12150895,https://api.github.com/repos/chukong/programmers-guide-samples,programmers-guide-samples,chukong/programmers-guide-samples,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/chukong_programmers-guide-samples.tar.gz,small,Java,221592,0,6062,4226,945,891,0,26,0,[],,False,True,False,False,False,False,False,True,['androidlog']
2992609,https://api.github.com/repos/halzhang/StartupNews,StartupNews,halzhang/StartupNews,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/halzhang_StartupNews.tar.gz,small,Java,234120,0,7604,5346,965,1293,0,94,0,[],,False,True,False,False,False,False,False,True,['androidlog']
3522048,https://api.github.com/repos/tupunco/tup.dota2recipe,tup.dota2recipe,tupunco/tup.dota2recipe,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/tupunco_tup.dota2recipe.tar.gz,small,Java,316162,0,9488,5762,2743,983,0,39,0,[],,False,True,False,False,False,False,False,True,['androidlog']
3831648,https://api.github.com/repos/scottfrederick/spring-music,spring-music,scottfrederick/spring-music,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/scottfrederick_spring-music.tar.gz,small,Java,26121,0,819,652,0,167,0,22,0,[],,True,False,False,False,False,False,True,True,"['acl', 'slf4j']"
14135465,https://api.github.com/repos/inductiveautomation/ignition-sdk-examples,ignition-sdk-examples,inductiveautomation/ignition-sdk-examples,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/inductiveautomation_ignition-sdk-examples.tar.gz,small,Java,199099,0,5041,3364,789,888,0,70,0,[],com.inductiveautomation.ignition.common.logging.logevent;com.inductiveautomation.ignition.common.logging.logqueryconfig;com.inductiveautomation.ignition.common.logging.logqueryconfig.logqueryconfigbuilder;com.inductiveautomation.ignition.common.logging.logresults;com.inductiveautomation.ignition.common.util.loggerex;com.inductiveautomation.reporting.gateway.api.reportexecutioncontext.reportloggerex,False,False,False,True,False,False,True,True,"['log4j', 'slf4j']"
14250,https://api.github.com/repos/agirbal/umongo,umongo,agirbal/umongo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/agirbal_umongo.tar.gz,small,Java,410020,0,12689,9013,2048,1628,0,78,0,[],,False,False,True,False,False,False,False,True,['jul']
27447,https://api.github.com/repos/Ardesco/Ebselen,Ebselen,Ardesco/Ebselen,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Ardesco_Ebselen.tar.gz,small,Java,316070,0,8465,5196,2154,1115,0,69,0,[],,False,False,False,False,False,False,True,True,['slf4j']
68197,https://api.github.com/repos/jjoe64/GraphView,GraphView,jjoe64/GraphView,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jjoe64_GraphView.tar.gz,small,Java,254524,0,7947,3867,3150,930,0,23,0,[],,False,True,False,False,False,False,False,True,['androidlog']
22875365,https://api.github.com/repos/architjn/MaterialIconPackTemplate,MaterialIconPackTemplate,architjn/MaterialIconPackTemplate,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/architjn_MaterialIconPackTemplate.tar.gz,small,Java,100268,0,2670,2181,123,366,0,50,0,[],,False,True,False,False,False,False,False,True,['androidlog']
23386426,https://api.github.com/repos/bluemutedwisdom/dsploit,dsploit,bluemutedwisdom/dsploit,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/bluemutedwisdom_dsploit.tar.gz,small,Java,124228,0,4281,2920,674,687,0,33,0,[],,False,True,False,False,False,False,False,True,['androidlog']
5514784,https://api.github.com/repos/AndreiLux/Synapse,Synapse,AndreiLux/Synapse,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/AndreiLux_Synapse.tar.gz,small,Java,259052,0,8173,5704,1032,1437,0,42,0,[],,False,True,False,False,False,False,False,True,['androidlog']
68398750,https://api.github.com/repos/thiagoprocaci/springboot-react-jwt,springboot-react-jwt,thiagoprocaci/springboot-react-jwt,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/thiagoprocaci_springboot-react-jwt.tar.gz,small,Java,62663,0,1827,1430,17,380,0,40,0,[],,True,False,False,False,False,False,True,True,"['acl', 'slf4j']"
1923719,https://api.github.com/repos/erikrozendaal/cqrs-lottery,cqrs-lottery,erikrozendaal/cqrs-lottery,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/erikrozendaal_cqrs-lottery.tar.gz,small,Java,139227,0,4218,3087,159,972,0,84,0,[],,False,False,False,True,False,False,False,True,['log4j']
64654497,https://api.github.com/repos/kidinov/Just-Weather,Just-Weather,kidinov/Just-Weather,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/kidinov_Just-Weather.tar.gz,small,Java,76752,0,2411,1897,36,478,0,44,0,[],okhttp3.logging.httplogginginterceptor;timber.log.timber,False,False,False,False,False,False,False,True,['timber.log.timber']
297431,https://api.github.com/repos/linkedin/linkedin-zookeeper,linkedin-zookeeper,linkedin/linkedin-zookeeper,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/linkedin_linkedin-zookeeper.tar.gz,small,Java,93231,0,3564,2318,729,517,0,24,0,[],,False,False,False,False,False,False,True,True,['slf4j']
106490528,https://api.github.com/repos/manusa/isotope-mail,isotope-mail,manusa/isotope-mail,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/manusa_isotope-mail.tar.gz,small,Java,260404,0,6741,4216,1682,843,0,48,0,[],,False,False,False,False,False,False,True,True,['slf4j']
112205908,https://api.github.com/repos/xkzh/yduoduo,yduoduo,xkzh/yduoduo,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/xkzh_yduoduo.tar.gz,small,Java,427486,0,13557,9555,1498,2504,0,100,0,[],okhttp3.logging.httplogginginterceptor,False,True,False,False,False,False,False,True,['androidlog']
